["#0000000040000002#","Vicinity","",1775526628]Welcome to AnarchyOnline
["#0000000040000001#","System","",1775526972]Unable to perform action Starfall perk is locked, able in 00:00:25
["#0000000040000001#","System","",1775526972]Unable to perform action Starfall perk is locked, able in 00:00:57
["#0000000040000001#","System","",1775526972]Action is not available.
["#0000000040000001#","System","",1775526972]Unable to perform action Pistol Mastery perk is locked, able in 00:00:36
["#0000000040000001#","System","",1775526972]Unable to perform action Pistol Mastery perk is locked, able in 00:00:54
["#0000000040000001#","System","",1775526972]Unable to perform action Pistol Mastery perk is locked, able in 00:01:24
["#0000000040000001#","System","",1775526972]Unable to perform action Champion of Light Artillery perk is locked, able in 00:01:00
["#0000000040000001#","System","",1775526972]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:23
["#0000000040000001#","System","",1775526972]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:31
["#0000000040000001#","System","",1775526972]Unable to perform action Loophole perk is locked, able in 00:00:11
["#0000000040000001#","System","",1775526972]Must be in combat mode.
["#0000000040000001#","System","",1775526972]You're unable to perform this action; please check the requirements of the item.
["#0000000042000009#","Your pet hit by other","",1775526972]Briefcase hit Ground Chief Aune for 2585 points of melee damage.
["#0000000040000001#","System","",1775526972]You are already running this action!
["#0000000040000001#","System","",1775526972]Target must recently have Affected by Thermal Detonation running!
["#0000000040000001#","System","",1775526972]You are already running this action!
["#0000000040000001#","System","",1775526972]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526972]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526972]You are already running this action!
["#0000000042000009#","Your pet hit by other","",1775526972]Sword hit Ground Chief Aune for 1804 points of melee damage.
["#0000000040000001#","System","",1775526972]Target must recently have Affected by Thermal Detonation running!
["#0000000040000001#","System","",1775526973]You are already running this action!
["#0000000040000001#","System","",1775526973]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526973]Please wait until previous action has finished.
["#000000004200000a#","Other hit by other","",1775526973]Biggi3 hit Ground Chief Aune for 4743 points of melee damage. Critical hit!
["#0000000040000001#","System","",1775526973]Item must be applied on a friendly target.
["#0000000040000001#","System","",1775526973]You are already running this action!
["#0000000040000001#","System","",1775526973]You are already running this action!
["#0000000042000008#","You hit other","",1775526973]You hit Ground Chief Aune for 895 points of projectile damage. Glancing hit.
["#0000000040000001#","System","",1775526973]You are already running this action!
["#0000000042000009#","Your pet hit by other","",1775526973]Briefcase hit Ground Chief Aune for 2849 points of melee damage.
["#000000004200000a#","Other hit by other","",1775526973]Biggi3 hit Ground Chief Aune for 2642 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526974]Sword hit Ground Chief Aune for 1239 points of radiation damage.
["#0000000042000005#","You hit other with nano","",1775526974]You hit Ground Chief Aune with nanobots for 4268 points of projectile damage.
["#0000000040000001#","System","",1775526974]You successfully perform Nano Feast.
["#0000000042000009#","Your pet hit by other","",1775526974]Briefcase hit Ground Chief Aune for 2382 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526975]Sword hit Ground Chief Aune for 1502 points of melee damage.
["#0000000042000008#","You hit other","",1775526975]You hit Ground Chief Aune for 2759 points of projectile damage. Critical hit!
["#0000000042000005#","You hit other with nano","",1775526975]You hit Ground Chief Aune with nanobots for 5054 points of projectile damage.
["#0000000040000001#","System","",1775526975]You successfully perform a Thermal Detonation attack.
["#0000000042000018#","Me Cast Nano","",1775526975]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526975]Unable to execute nano program. You can't execute this nano on the target.
["#000000004200000a#","Other hit by other","",1775526975]Biggi3 hit Ground Chief Aune for 2388 points of melee damage.
["#0000000042000018#","Me Cast Nano","",1775526976]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526976]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000008#","You hit other","",1775526976]You hit Ground Chief Aune for 1791 points of projectile damage.
["#0000000042000018#","Me Cast Nano","",1775526976]Executing Nano Program: Last Minute Negotiations.
["#0000000042000018#","Me Cast Nano","",1775526976]Your target countered the nano program.
["#0000000042000009#","Your pet hit by other","",1775526976]Briefcase hit Ground Chief Aune for 1670 points of melee damage.
["#0000000042000018#","Me Cast Nano","",1775526976]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526976]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526977]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526977]Unable to execute nano program. You can't execute this nano on the target.
["#000000004200000a#","Other hit by other","",1775526977]Biggi3 hit Ground Chief Aune for 2642 points of melee damage.
["#0000000042000018#","Me Cast Nano","",1775526977]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526977]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000009#","Your pet hit by other","",1775526977]Sword hit Ground Chief Aune for 2232 points of radiation damage. Critical hit!
["#0000000042000018#","Me Cast Nano","",1775526977]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526977]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526977]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526977]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000009#","Your pet hit by other","",1775526977]Briefcase hit Ground Chief Aune for 2575 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526978]Sword hit Ground Chief Aune for 1888 points of melee damage.
["#0000000040000001#","System","",1775526978]Fling Shot skill available.
["#0000000042000008#","You hit other","",1775526978]You hit Ground Chief Aune for 1791 points of projectile damage.
["#0000000042000009#","Your pet hit by other","",1775526978]Briefcase hit Ground Chief Aune for 2390 points of melee damage.
["#000000004200000a#","Other hit by other","",1775526979]Biggi3 hit Ground Chief Aune for 2388 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526979]Sword hit Ground Chief Aune for 1349 points of melee damage.
["#000000004200000a#","Other hit by other","",1775526979]Biggi3's reflect shield hit Ground Chief Aune for 68 points of damage.
["#000000004200000a#","Other hit by other","",1775526979]Biggi3's damage shield hit Ground Chief Aune for 334 points of damage.
["#000000004200000a#","Other hit by other","",1775526979]Ground Chief Aune hit Biggi3 for 1913 points of cold damage.
["#0000000042000008#","You hit other","",1775526979]You hit Ground Chief Aune for 1791 points of projectile damage.
["#0000000040000001#","System","",1775526979]You successfully perform Puppeteer.
["#0000000042000018#","Me Cast Nano","",1775526979]Nano program executed successfully.
["#0000000042000009#","Your pet hit by other","",1775526980]Briefcase hit Ground Chief Aune for 2658 points of melee damage.
["#0000000040000001#","System","",1775526980]Unable to perform action, Burst skill is locked, able in 00:00:01
["#0000000040000001#","System","",1775526980]Unable to perform action Starfall perk is locked, able in 00:00:18
["#0000000040000001#","System","",1775526980]Unable to perform action Starfall perk is locked, able in 00:00:50
["#0000000040000001#","System","",1775526980]Unable to perform action Starfall perk is locked, able in 00:00:56
["#0000000040000001#","System","",1775526980]Action is not available.
["#0000000040000001#","System","",1775526980]Unable to perform action Pistol Mastery perk is locked, able in 00:00:29
["#0000000040000001#","System","",1775526980]Unable to perform action Pistol Mastery perk is locked, able in 00:00:47
["#0000000040000001#","System","",1775526980]Unable to perform action Pistol Mastery perk is locked, able in 00:01:17
["#0000000040000001#","System","",1775526980]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:53
["#0000000040000001#","System","",1775526980]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:16
["#0000000040000001#","System","",1775526980]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:59
["#0000000040000001#","System","",1775526980]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:24
["#0000000040000001#","System","",1775526980]Unable to perform action Loophole perk is locked, able in 00:00:04
["#0000000040000001#","System","",1775526980]Target is outside range.
["#0000000040000001#","System","",1775526980]Target is outside range.
["#000000004200000a#","Other hit by other","",1775526980]Biggi3 hit Ground Chief Aune for 4197 points of melee damage. Critical hit!
["#0000000042000008#","You hit other","",1775526980]You hit Ground Chief Aune for 2759 points of Fling Shot damage.
["#0000000040000001#","System","",1775526980]Target must recently have Affected by Thermal Detonation running!
["#0000000042000005#","You hit other with nano","",1775526980]You hit Ground Chief Aune with nanobots for 840 points of projectile damage.
["#0000000040000001#","System","",1775526980]Burst skill available.
["#0000000042000018#","Me Cast Nano","",1775526980]Executing Nano Program: Last Minute Negotiations.
["#0000000042000009#","Your pet hit by other","",1775526980]Briefcase hit Ground Chief Aune for 1340 points of melee damage.
["#0000000042000018#","Me Cast Nano","",1775526981]Nano program executed successfully.
["#0000000042000018#","Me Cast Nano","",1775526981]Nano program executed successfully.
["#0000000040000001#","System","",1775526981]Attacked by Masked Commando!
["#0000000040000001#","System","",1775526981]Target must not have Last Minute Negotiations running!
["#0000000042000018#","Me Cast Nano","",1775526981]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000009#","Your pet hit by other","",1775526981]Sword hit Ground Chief Aune for 2232 points of radiation damage. Critical hit!
["#0000000042000008#","You hit other","",1775526982]You hit Ground Chief Aune for 2759 points of projectile damage. Critical hit!
["#000000004200000a#","Other hit by other","",1775526982]Biggi3 hit Ground Chief Aune for 2388 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526982]Sword hit Ground Chief Aune for 2020 points of melee damage.
["#0000000042000008#","You hit other","",1775526983]You hit Ground Chief Aune for 1791 points of projectile damage.
["#0000000042000009#","Your pet hit by other","",1775526983]Briefcase hit Ground Chief Aune for 1557 points of melee damage.
["#000000004200000a#","Other hit by other","",1775526983]Biggi3 hit Ground Chief Aune for 4197 points of melee damage. Critical hit!
["#0000000040000001#","System","",1775526983]Unable to perform action, Fling Shot skill is locked, able in 00:00:03
["#0000000040000001#","System","",1775526983]Unable to perform action Starfall perk is locked, able in 00:00:15
["#0000000040000001#","System","",1775526983]Unable to perform action Starfall perk is locked, able in 00:00:47
["#0000000040000001#","System","",1775526983]Unable to perform action Starfall perk is locked, able in 00:00:53
["#0000000040000001#","System","",1775526983]Action is not available.
["#0000000040000001#","System","",1775526983]Unable to perform action Pistol Mastery perk is locked, able in 00:00:26
["#0000000040000001#","System","",1775526983]Unable to perform action Pistol Mastery perk is locked, able in 00:00:44
["#0000000040000001#","System","",1775526983]Unable to perform action Pistol Mastery perk is locked, able in 00:01:14
["#0000000040000001#","System","",1775526983]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:50
["#0000000040000001#","System","",1775526983]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:13
["#0000000040000001#","System","",1775526983]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:56
["#0000000040000001#","System","",1775526983]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:21
["#0000000040000001#","System","",1775526983]Unable to perform action Loophole perk is locked, able in 00:00:01
["#0000000042000009#","Your pet hit by other","",1775526983]Sword hit Ground Chief Aune for 1545 points of melee damage.
["#0000000040000001#","System","",1775526983]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526983]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526983]Please wait until previous action has finished.
["#0000000042000008#","You hit other","",1775526983]You hit Ground Chief Aune for 3582 points of Burst damage.
["#0000000042000018#","Me Cast Nano","",1775526983]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526983]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526983]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526983]Unable to execute nano program. You can't execute this nano on the target.
["#0000000040000001#","System","",1775526983]Loophole available.
["#0000000042000018#","Me Cast Nano","",1775526983]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526983]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526983]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526983]Unable to execute nano program. You can't execute this nano on the target.
["#0000000040000001#","System","",1775526983]Unable to perform action, Fling Shot skill is locked, able in 00:00:02
["#0000000040000001#","System","",1775526983]Unable to perform action, Burst skill is locked, able in 00:00:08
["#0000000040000001#","System","",1775526983]Unable to perform action Starfall perk is locked, able in 00:00:14
["#0000000040000001#","System","",1775526983]Unable to perform action Starfall perk is locked, able in 00:00:46
["#0000000040000001#","System","",1775526983]Unable to perform action Starfall perk is locked, able in 00:00:52
["#0000000040000001#","System","",1775526983]Action is not available.
["#0000000040000001#","System","",1775526983]Unable to perform action Pistol Mastery perk is locked, able in 00:00:25
["#0000000040000001#","System","",1775526983]Unable to perform action Pistol Mastery perk is locked, able in 00:00:43
["#0000000040000001#","System","",1775526983]Unable to perform action Pistol Mastery perk is locked, able in 00:01:13
["#0000000040000001#","System","",1775526983]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:49
["#0000000040000001#","System","",1775526983]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:12
["#0000000040000001#","System","",1775526983]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:55
["#0000000040000001#","System","",1775526983]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:20
["#0000000040000001#","System","",1775526983]You are already running this action!
["#0000000040000001#","System","",1775526984]Unable to perform action, Fling Shot skill is locked, able in 00:00:02
["#0000000040000001#","System","",1775526984]Unable to perform action, Burst skill is locked, able in 00:00:08
["#0000000040000001#","System","",1775526984]Unable to perform action Starfall perk is locked, able in 00:00:14
["#0000000040000001#","System","",1775526984]Unable to perform action Starfall perk is locked, able in 00:00:46
["#0000000040000001#","System","",1775526984]Unable to perform action Starfall perk is locked, able in 00:00:52
["#0000000040000001#","System","",1775526984]Action is not available.
["#0000000040000001#","System","",1775526984]Unable to perform action Pistol Mastery perk is locked, able in 00:00:25
["#0000000040000001#","System","",1775526984]Unable to perform action Pistol Mastery perk is locked, able in 00:00:43
["#0000000040000001#","System","",1775526984]Unable to perform action Pistol Mastery perk is locked, able in 00:01:13
["#0000000040000001#","System","",1775526984]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:49
["#0000000040000001#","System","",1775526984]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:12
["#0000000040000001#","System","",1775526984]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:55
["#0000000040000001#","System","",1775526984]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:20
["#0000000040000001#","System","",1775526984]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526984]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526984]Please wait until previous action has finished.
["#0000000042000009#","Your pet hit by other","",1775526984]Briefcase hit Ground Chief Aune for 3122 points of melee damage.
["#0000000040000001#","System","",1775526984]You are already running this action!
["#0000000040000001#","System","",1775526984]You are already running this action!
["#0000000040000001#","System","",1775526984]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526984]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526984]Please wait until previous action has finished.
["#0000000042000004#","Other hit by nano","",1775526984]Ground Chief Aune was attacked with nanobots from Biggi3 for 860 points of radiation damage.
["#0000000042000004#","Other hit by nano","",1775526984]Ground Chief Aune was attacked with nanobots from Biggi3 for 2030 points of fire damage.
["#0000000042000004#","Other hit by nano","",1775526984]Ground Chief Aune was attacked with nanobots from Biggi3 for 894 points of projectile damage.
["#0000000042000004#","Other hit by nano","",1775526984]Ground Chief Aune was attacked with nanobots from Biggi3 for 885 points of chemical damage.
["#0000000042000008#","You hit other","",1775526985]You hit Ground Chief Aune for 1791 points of projectile damage.
["#0000000042000009#","Your pet hit by other","",1775526985]Briefcase hit Ground Chief Aune for 2798 points of melee damage.
["#000000004200000a#","Other hit by other","",1775526985]Biggi3 hit Ground Chief Aune for 7235 points of Brawling damage.
["#000000004200000a#","Other hit by other","",1775526985]Biggi3 hit Ground Chief Aune for 4197 points of Fast Attack damage.
["#0000000042000009#","Your pet hit by other","",1775526985]Sword hit Ground Chief Aune for 1239 points of radiation damage.
["#0000000042000005#","You hit other with nano","",1775526985]You hit Ground Chief Aune with nanobots for 6335 points of projectile damage.
["#0000000040000001#","System","",1775526985]You successfully perform a Supernova attack.
["#0000000040000001#","System","",1775526985]Fling Shot skill available.
["#000000004200000a#","Other hit by other","",1775526985]Biggi3 hit Ground Chief Aune for 2388 points of melee damage.
["#0000000042000004#","Other hit by nano","",1775526986]Ground Chief Aune was attacked with nanobots from Biggi3 for 3217 points of melee damage.
["#0000000042000008#","You hit other","",1775526986]You hit Ground Chief Aune for 895 points of projectile damage. Glancing hit.
["#0000000042000009#","Your pet hit by other","",1775526986]Briefcase hit Ground Chief Aune for 2264 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526986]Sword hit Ground Chief Aune for 1659 points of melee damage.
["#0000000042000005#","You hit other with nano","",1775526986]You hit Ground Chief Aune with nanobots for 1994 points of projectile damage.
["#0000000040000001#","System","",1775526986]You successfully perform Antitrust.
["#0000000040000001#","System","",1775526986]Grenade or Lumping Throwing skill available.
["#000000004200000a#","Other hit by other","",1775526986]Biggi3 hit Ground Chief Aune for 2642 points of melee damage.
["#000000004200000a#","Other hit by other","",1775526987]Biggi3's reflect shield hit Ground Chief Aune for 68 points of damage.
["#000000004200000a#","Other hit by other","",1775526987]Biggi3's damage shield hit Ground Chief Aune for 334 points of damage.
["#000000004200000a#","Other hit by other","",1775526987]Ground Chief Aune hit Biggi3 for 998 points of cold damage. Glancing hit.
["#0000000042000009#","Your pet hit by other","",1775526987]Briefcase hit Ground Chief Aune for 1376 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526987]Sword hit Ground Chief Aune for 1638 points of melee damage.
["#0000000042000008#","You hit other","",1775526988]You hit Ground Chief Aune for 2759 points of projectile damage. Critical hit!
["#0000000042000008#","You hit other","",1775526989]You hit Ground Chief Aune for 1791 points of projectile damage.
["#0000000042000009#","Your pet hit by other","",1775526989]Briefcase hit Ground Chief Aune for 1669 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526989]Sword hit Ground Chief Aune for 1239 points of radiation damage.
["#000000004200000a#","Other hit by other","",1775526990]Biggi3 hit Ground Chief Aune for 2508 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526990]Briefcase hit Ground Chief Aune for 1897 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526990]Sword hit Ground Chief Aune for 2012 points of melee damage.
["#000000004200000a#","Other hit by other","",1775526991]Biggi3 hit Ground Chief Aune for 4317 points of Fast Attack damage.
["#000000004200000a#","Other hit by other","",1775526991]Biggi3 hit Ground Chief Aune for 2762 points of melee damage.
["#0000000042000008#","You hit other","",1775526991]You hit Ground Chief Aune for 2759 points of projectile damage. Critical hit!
["#0000000042000009#","Your pet hit by other","",1775526991]Briefcase hit Ground Chief Aune for 1729 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526991]Sword hit Ground Chief Aune for 1617 points of melee damage.
["#0000000040000001#","System","",1775526992]Burst skill available.
["#0000000042000008#","You hit other","",1775526992]You hit Ground Chief Aune for 2759 points of projectile damage. Critical hit!
["#0000000042000009#","Your pet hit by other","",1775526992]Briefcase hit Ground Chief Aune for 1983 points of melee damage.
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:05
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:37
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:43
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:52
["#0000000040000001#","System","",1775526993]Action is not available.
["#0000000040000001#","System","",1775526993]Unable to perform action Pistol Mastery perk is locked, able in 00:00:16
["#0000000040000001#","System","",1775526993]Unable to perform action Pistol Mastery perk is locked, able in 00:00:34
["#0000000040000001#","System","",1775526993]Unable to perform action Pistol Mastery perk is locked, able in 00:01:04
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:40
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:03
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:46
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:11
["#0000000040000001#","System","",1775526993]Unable to perform action Loophole perk is locked, able in 00:00:08
["#0000000042000004#","Other hit by nano","",1775526993]Ground Chief Aune was attacked with nanobots from Biggi3 for 6553 points of melee damage.
["#0000000042000004#","Other hit by nano","",1775526993]Ground Chief Aune was attacked with nanobots from Biggi3 for 1153 points of melee damage.
["#0000000042000008#","You hit other","",1775526993]You hit Ground Chief Aune for 2759 points of Fling Shot damage.
["#0000000042000005#","You hit other with nano","",1775526993]You hit Ground Chief Aune with nanobots for 687 points of chemical damage.
["#0000000042000005#","You hit other with nano","",1775526993]You hit Ground Chief Aune with nanobots for 840 points of projectile damage.
["#0000000042000005#","You hit other with nano","",1775526993]You hit Ground Chief Aune with nanobots for 1860 points of fire damage.
["#0000000042000008#","You hit other","",1775526993]You hit Ground Chief Aune for 5373 points of Burst damage.
["#0000000040000001#","System","",1775526993]Unable to perform action, Fling Shot skill is locked, able in 00:00:06
["#0000000040000001#","System","",1775526993]Unable to perform action, Burst skill is locked, able in 00:00:09
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:05
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:37
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:43
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:52
["#0000000040000001#","System","",1775526993]Action is not available.
["#0000000040000001#","System","",1775526993]Unable to perform action Pistol Mastery perk is locked, able in 00:00:16
["#0000000040000001#","System","",1775526993]Unable to perform action Pistol Mastery perk is locked, able in 00:00:34
["#0000000040000001#","System","",1775526993]Unable to perform action Pistol Mastery perk is locked, able in 00:01:04
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:40
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:03
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:46
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:11
["#0000000040000001#","System","",1775526993]Unable to perform action Loophole perk is locked, able in 00:00:08
["#0000000040000001#","System","",1775526993]Unable to perform action, Ranged Ener skill is locked, able in 00:00:11
["#000000004200000a#","Other hit by other","",1775526993]Biggi3 hit Ground Chief Aune for 2508 points of melee damage.
["#0000000040000001#","System","",1775526993]Unable to perform action, Grenade skill is locked, able in 00:00:07
["#0000000040000001#","System","",1775526993]Unable to perform action, Sharp Obj skill is locked, able in 00:00:21
["#0000000042000009#","Your pet hit by other","",1775526993]Briefcase hit Ground Chief Aune for 2089 points of melee damage.
["#0000000042000018#","Me Cast Nano","",1775526993]Executing Nano Program: Workplace Depression.
["#0000000042000018#","Me Cast Nano","",1775526993]Executing Nano Program: Intensify Stress.
["#0000000042000018#","Me Cast Nano","",1775526993]Wait for current nano program execution to finish.
["#0000000042000005#","You hit other with nano","",1775526993]You hit Ground Chief Aune with nanobots for 3369 points of energy damage.
["#0000000042000018#","Me Cast Nano","",1775526993]Nano program executed successfully.
["#0000000042000018#","Me Cast Nano","",1775526993]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526993]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526993]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526993]Unable to execute nano program. You can't execute this nano on the target.
["#0000000040000001#","System","",1775526993]Unable to perform action, Fling Shot skill is locked, able in 00:00:05
["#0000000040000001#","System","",1775526993]Unable to perform action, Burst skill is locked, able in 00:00:08
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:04
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:36
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:42
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:51
["#0000000040000001#","System","",1775526993]Action is not available.
["#0000000040000001#","System","",1775526993]Unable to perform action Pistol Mastery perk is locked, able in 00:00:15
["#0000000040000001#","System","",1775526993]Unable to perform action Pistol Mastery perk is locked, able in 00:00:33
["#0000000040000001#","System","",1775526993]Unable to perform action Pistol Mastery perk is locked, able in 00:01:03
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:39
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:02
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:45
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:10
["#0000000040000001#","System","",1775526993]Unable to perform action Loophole perk is locked, able in 00:00:07
["#0000000040000001#","System","",1775526993]Must be in combat mode.
["#0000000040000001#","System","",1775526993]You're unable to perform this action; please check the requirements of the item.
["#0000000042000009#","Your pet hit by other","",1775526993]Sword hit Ground Chief Aune for 1239 points of radiation damage.
["#0000000040000001#","System","",1775526993]Unable to perform action, Ranged Ener skill is locked, able in 00:00:11
["#0000000040000001#","System","",1775526993]Unable to perform action, Fling Shot skill is locked, able in 00:00:05
["#0000000040000001#","System","",1775526993]Unable to perform action, Burst skill is locked, able in 00:00:08
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:04
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:36
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:42
["#0000000040000001#","System","",1775526993]Unable to perform action Starfall perk is locked, able in 00:00:51
["#0000000040000001#","System","",1775526993]Action is not available.
["#0000000040000001#","System","",1775526993]Unable to perform action Pistol Mastery perk is locked, able in 00:00:15
["#0000000040000001#","System","",1775526993]Unable to perform action Pistol Mastery perk is locked, able in 00:00:33
["#0000000040000001#","System","",1775526993]Unable to perform action Pistol Mastery perk is locked, able in 00:01:03
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:39
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:02
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:45
["#0000000040000001#","System","",1775526993]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:10
["#0000000040000001#","System","",1775526993]Unable to perform action Loophole perk is locked, able in 00:00:07
["#0000000040000001#","System","",1775526993]Must be in combat mode.
["#0000000040000001#","System","",1775526993]You're unable to perform this action; please check the requirements of the item.
["#0000000040000001#","System","",1775526994]Unable to perform action, Grenade skill is locked, able in 00:00:06
["#0000000040000001#","System","",1775526994]Unable to perform action, Ranged Ener skill is locked, able in 00:00:10
["#0000000040000001#","System","",1775526994]Unable to perform action, Grenade skill is locked, able in 00:00:06
["#0000000040000001#","System","",1775526994]Unable to perform action, Fling Shot skill is locked, able in 00:00:05
["#0000000040000001#","System","",1775526994]Unable to perform action, Burst skill is locked, able in 00:00:08
["#0000000040000001#","System","",1775526994]Unable to perform action Starfall perk is locked, able in 00:00:04
["#0000000040000001#","System","",1775526994]Unable to perform action Starfall perk is locked, able in 00:00:36
["#0000000040000001#","System","",1775526994]Unable to perform action Starfall perk is locked, able in 00:00:42
["#0000000040000001#","System","",1775526994]Unable to perform action Starfall perk is locked, able in 00:00:51
["#0000000040000001#","System","",1775526994]Action is not available.
